Die folgende Liste enthält über 4200 Filme (u. a. Top100 seit 1980) aus den letzten Jahren.,,,,
"Wenn du die Liste durchgehst und einen Film gesehen hast, trage 1 in die letzte Spalte ein.",,,,
"Am Ende steht hier die Summe der Filme, die du gesehen hast:",,,,
,,Filme in dieser Liste:,4200,
,Summe gesehener Filme:,0,,
,,,,davon in 2017
Jahr,Titel englisch,Titel deutsch,0,0
2019,Star Wars: Episode IX,,0,
2018,Fantastic Beasts and Where to Find Them 2,,0,
2018,Black Panther,,0,
2018,Aquamen,,0,
2018,The Incredibles 2,,0,
2018,Avengers: Infinity War,,0,
2017,xXx: The Return of Xander Cage,,0,
2017,Split,,0,
2017,Monster Trucks,,0,
2017,The LEGO Batman Movie,,0,
2017,John Wick 2,,0,
2017,The Great Wall,,0,
2017,Logan,,0,
2017,The Fate of the Furious,,0,
2017,Ghost in the Shell,,0,
2017,The Lost City of Z,,0,
2017,Guardians of the Galaxy Vol. 2,,0,
2017,Alien: Covenant,,0,
2017,Baywatch,,0,
2017,Wonder Woman,,0,
2017,Underworld: Blood Wars,,0,
2017,The Bye Bye Man,,0,
2017,A Dog's Purpose,,0,
2017,Sleepless,,0,
2017,Resident Evil: The Final Chapter,,0,
2017,The Mummy,,0,
2017,Spider-Man: Homecoming,,0,
2017,War for the Planet of the Apes,,0,
2017,Dunkirk,,0,
2017,Valerian and the City of Thousand Planets,,0,
2017,Blade Runner 2049,,0,
2017,Kingsman: The Golden Circle,,0,
2017,Logan Lucky,,0,
2017,God Particle,,0,
2017,Thor: Ragnorak,,0,
2017,Justice League,,0,
2017,Murder on the Orient Express,,0,
2017,Star Wars: Episode VIII,,0,
2017,Pitch Perfect 3,,0,
2017,Pirates of the Caribbean: Dead Men tell no Tales,,0,
2017,Transformers: The Last Knight,,0,
2017,Beauty and the Beast,,0,
2017,The Founder,,0,
2017,The Boss Baby,,0,
2017,Kong: Skull Island,,0,
2017,Power Rangers,,0,
2017,Leap!,,0,
2017,King Arthur: Legend of the Sword,,0,
2017,Diary of a Wimpy Kid: The Long Haul,,0,
2017,Despicable Me 3,,0,
2017,Cars 3,,0,
2016,Captain America: Civil War,First Avenger: Civil War,0,
2016,Rouge One: A Star Wars Story,Starwars: Rouge One,0,
2016,Finding Dory,Findet Nemo 2: Findet Dory,0,
2016,Zootopia,Zoomania,0,
2016,The Jungle Book,Das Dschungelbuch (2016),0,
2016,The Secret Life of Pets,Pets,0,
2016,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,
2016,Fantastic Beasts and Where to Find Them,Phantastische Tierwesen und wo sie zu finden sind,0,
2016,Deadpool,Deadpool,0,
2016,Suicide Squad,Suicide Squad,0,
2016,Doctor Strange,Doctor Strange,0,
2016,The Mermaid (Mei ren Yu), 美人鱼/美人魚,0,
2016,X-Men: Apocalypse,X-Men: Apocalypse,0,
2016,Moana,Vaiana - Das Paradies hat einen Haken,0,
2016,Kung Fu Panda 3,Kung Fu Panda 3,0,
2016,Sing,Sing,0,
2016,Warcraft,Warcraft: The Beginning,0,
2016,Jason Bourne,Jason Bourne,0,
2016,Ice Age: Collision Course,Ice Age - Kollision voraus!,0,
2016,Independence Day: Resurgence,Independence Day 2: Wiederkehr,0,
2016,Monster Hunt,捉妖记,0,
2016,The Legend of Tarzan,Legend of Tarzan,0,
2016,The Angry Birds Movie,Angry Birds - Der Film,0,
2016,Star Trek Beyond,Star Trek Beyond,0,
2016,Trolls,Trolls,0,
2016,Now you see me 2,Die Unfassbaren 2,0,
2016,The Conjuring 2,Conjuring 2,0,
2016,Alice Through the Looking Glass,Alice im Wunderland: Hinter den Spiegeln,0,
2016,Passengers,Passengers,0,
2016,Miss Peregrine's Home for Peculiar Children,Die Insel der besonderen Kinder,0,
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,0,
2016,La La Land,La La Land,0,
2016,Inferno,Inferno,0,
2016,Central Intelligence,Central Intelligence,0,
2016,Bridget Jones's Baby,Bridget Jones' Baby,0,
2016,Assassin's Creed,Assassin's Creed,0,
2016,Me before You,Ein ganzes halbes Jahr,0,
2016,London has fallen,London has fallen,0,
2016,The Monkey King 2 3D,The Monkey King 2 3D,0,
2016,Arrival,Arrival,0,
2016,The BFG,BFG - Big Friendly Giant,0,
2016,Storks,Störche - Abenteuer im Anflug,0,
2016,Bad Moms,Bad Moms,0,
2016,The Divergent Series: Allegiant,Die Bestimmung - Allegiant,0,
2016,The Girl on the Train,Girl on the Train,0,
2016,The Huntsman: Winter's War,The Huntsman & The Ice Queen,0,
2016,Hacksaw Ridge,Hacksaw Ridge - Die Entscheidung,0,
2016,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,0,
2016,The Magnificent Seven,Die glorreichen Sieben,0,
2016,Ip Man 3,葉問3,0,
2016,Don't Breathe,Don't Breathe,0,
2016,The Accountant,The Accountant,0,
2016,Gods of Egypt,Gods of Egypt,0,
2016,Lights Out,Lights Out,0,
2016,Pete's Dragon,"Elliot, der Drache",0,
2016,Sausage Party,Sausage Party - Es geht um die Wurst,0,
2016,Detective Chinatown (Tang ren jie tan an),唐人街探案,0,
2016,Mechanic: Resurrection,Mechanic: Resurrection,0,
2016,Ride Along 2,Ride Along: Next Level Miami,0,
2016,Deepwater Horizon,Deepwater Horizon,0,
2016,The Shallows,The Shallows - Gefahr aus der Tiefe,0,
2016,The Purge: Election Year,The Purge: Election Year,0,
2016,Office Christmas Party,Office Christmas Party,0,
2016,Allied,Allied - Vertraute Fremde,0,
2016,How to be Single,How to be Single,0,
2016,Why Him?,Why Him?,0,
2016,The 5th Wave,Die 5. Welle,0,
2016,Hidden Figures,Hidden Figures - Unerkannte Heldinnen,0,
2016,10 Cloverfield Lane,10 Cloverfield Lane,0,
2016,Neighbors 2: Sorority Rising,Bad Neighbors 2,0,
2016,The Little Prince,Der kleine Prinz,0,
2016,Dirty Grandpa,Dirty Grandpa,0,
2016,Ben-Hur,Ben Hur,0,
2016,Money Monster,Money Monster,0,
2016,Train to Busan,Train to Busan,0,
2016,Collateral Beauty,Verborgene Schönheit,0,
2016,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,0,
2016,Eddie the Eagle,Eddie the Eagle - Alles ist möglich,0,
2016,Manchester by the Sea,Manchester by the Sea,0,
2016,Snowden,Snowden,0,
2016,Nocturnal Animals,Nocturnal Animals,0,
2016,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,0,
2016,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,0,
2016,The Man Who Knew Infinity,Die Poesie des Unendlichen,0,
2016,A Hologram for the King,Ein Hologramm für den König,0,
2016,Where to Invade Next,Where to Invade Next,0,
2016,A Man Called Ove,A Man Called Ove,0,
2016,The Dressmaker,The Dressmaker,0,
2016,Ratchet & Clank,Ratchet & Clank,0,
2016,Secret in their eyes,Vor ihren Augen,0,
2016,Truth,Truth - der Augenblick der Wahrheit,0,
2016,Pawn Sacrifice,Bauernopfer - Spiel der Könige,0,
2016,Suffragette,Suffragette - Taten statt Worte,0,
2016,The Big Short,The Big Short,0,
2016,Max Steel,Max Steel,0,
2016,Concussion,Erschütternde Wahrheit,0,
2016,Legend,Legend,0,
2016,Spotlight,Spotlight,0,
2016,Anne Frank,Das Tagebuch der Anne Frank,0,
2016,Sherlock: The Abominable Bride,Sherlock - Die Braut des Grauens,0,
2016,Der geilste Tag,Der geilste Tag,0,
2016,The Hateful Eight,The Hateful Eight,0,
2016,The Revenant,The Revenant - Der Rückkehrer,0,
2016,Time Raiders,盗墓笔记,0,
2015,Star Wars: The Force Awakens,Star Wars: Das Erwachen der Macht,0,
2015,Jurassic World,Jurassic World,0,
2015,Avengers: Age of Ultron,Avengers: Age of Ultron,0,
2015,Inside Out,Alles Steht Kopf,0,
2015,Furious 7,Furious 7,0,
2015,Minions,Minions,0,
2015,The Hunger Games: Mockingjay - Part 2,Die Tribute von Panem  - Mockingjay Teil 2,0,
2015,The Martian,Der Marsianer - Rettet Mark Watney,0,
2015,Cinderella (2015),Cinderella,0,
2015,Mission: Impossible – Rogue Nation,Mission: Impossible – Rogue Nation,0,
2015,Spectre,Spectre,0,
2015,Pitch Perfect 2,Pitch Perfect 2,0,
2015,Ant-Man,Ant-Man,0,
2015,Home (2015),Home - Ein smektakulärer Trip,0,
2015,Hotel Transylvania 2,Hotel Transylvania 2,0,
2015,Fifty Shades of Grey,Fifty Shades of Grey,0,
2015,The SpongeBob Movie: Sponge Out of Water,SpongeBob Schwammkopf 3D,0,
2015,Straight Outta Compton,Straight Outta Compton,0,
2015,San Andreas,San Andreas,0,
2015,Mad Max: Fury Road,Mad Max: Fury Road,0,
2015,The Divergent Series: Insurgent,Die Bestimmung – Insurgent,0,
2015,Kingsman: The Secret Service,Kingsman: The Secret Service,0,
2015,The Peanuts Movie,Die Peanuts - Der Film,0,
2015,Spy,Spy,0,
2015,Trainwreck,Dating Queen,0,
2015,Tomorrowland,A World Beyond,0,
2015,Get Hard,Der Knastcoach,0,
2015,Terminator: Genisys,Terminator: Genisys,0,
2015,Taken 3,96 Hours – Taken 3,0,
2015,Ted 2,Ted 2,0,
2015,The Good Dinosaur,Arlo & Spot,0,
2015,Maze Runner: The Scorch Trials,Maze Runner - Die Auserwählten in der Brandwüste,0,
2015,Pixels,Pixels,0,
2015,Goosebumps,Gänsehaut,0,
2015,Paddington,Paddington,0,
2015,The Intern,Man lernt nie aus,0,
2015,Creed,Creed,0,
2015,Paul Blart: Mall Cop 2,Der Kaufhaus Cop 2,0,
2015,Bridge of Spies,Bridge of Spies,0,
2015,War Room,War Room,0,
2015,Magic Mike XXL,Magic Mike XXL,0,
2015,The Visit,The Visit,0,
2015,The Wedding Ringer,Die Trauzeugen AG,0,
2015,Black Mass,Black Mass,0,
2015,Vacation,Vacation - Wir sind die Griswolds,0,
2015,The Perfect Guy,The Perfect Guy,0,
2015,Fantastic Four,Fantastic Four,0,
2015,Focus (2015),Focus,0,
2015,Southpaw,Southpaw,0,
2015,Insidious Chapter 3,Insidious Chapter 3,0,
2015,Poltergeist (2015),Poltergeist,0,
2015,Jupiter Ascending,Jupiter Ascending,0,
2015,Sicario,Sicario,0,
2015,The Man From U.N.C.L.E.,Codename U.N.C.L.E.,0,
2015,"McFarland, USA",City of McFarland,0,
2015,The Gift (2015),The Gift (2015),0,
2015,Everest (2015),Everest (2015),0,
2015,Max (2015),Max (2015),0,
2015,The Age of Adaline,Für immer Adaline,0,
2015,The Longest Ride,Kein Ort ohne dich,0,
2015,The Night Before,Eine verrückte Reise durch die Nacht,0,
2015,The Boy Next Door,The Boy Next Door,0,
2015,Pan,Pan,0,
2015,Hot Pursuit,Hot Pursuit,0,
2015,The DUFF,"DUFF - Hast du keine, bist du eine",0,
2015,Woman in Gold,Die Frau in Gold,0,
2015,The Second Best Exotic Marigold Hotel,Best Exotic Marigold Hotel 2,0,
2015,Unfriended,Unknown User,0,
2015,Entourage,Entourage,0,
2015,Paper Towns,Margos Spuren,0,
2015,Chappie,Chappie,0,
2015,Crimson Peak,Crimson Peak,0,
2015,A Walk in the Woods,Picknick mit Bären,0,
2015,Sinister 2,Sinister 2,0,
2015,No Escape,No Escape,0,
2015,The Last Witch Hunter,The Last Witch Hunter,0,
2015,Ricki and the Flash,Ricki - Wie Familie so ist,0,
2015,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,0,
2015,Run All Night,Run All Night,0,
2015,The Lazarus Effect,The Lazarus Effect,0,
2015,Ex Machina,Ex Machina,0,
2015,Love the Coopers,Alle Jahre wieder - Weihnachten mit den Coopers,0,
2015,The Gallows,The Gallows,0,
2015,Krampus,Krampus,0,
2015,Hitman: Agent 47,Hitman: Agent 47,0,
2015,Project Almanac,Project Almanac,0,
2015,Black or White,Black or White,0,
2015,Aloha,Aloha - Die Chance auf Glück,0,
2015,Shaun the Sheep Movie,Shaun das Schaf - Der Film,0,
2015,Still Alice,Still Alice,0,
2015,Spotlight,Spotlight,0,
2015,The Secret in their Eyes (2015),The Secret in their Eyes (2015),0,
2015,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,0,
2015,Steve Jobs,Steve Jobs,0,
2015,Mr. Holmes,Mr. Holmes,0,
2015,Dope,Dope,0,
2015,Seventh Son,Seventh Son,0,
2015,Monkey Kingdom,Monkey Kingdom,0,
2015,The Transporter Refueled,The Transporter Refueled,0,
